APN,MINORITY_OWNED,FEMALE_OWNED,RECORDID,BUSDESC,B1_PER_SUB_TYPE,DBA,NAICS,TAX_CODE,EMPLOYEE_NUM,BUS_OWN_TYPE,B1_STATE,B1_FULL_ADDRESS,B1_SITUS_STATE
,No,No,BL-005068,RESTAURANT,Retail Trade,TASTY POT,722511 - Full-Service Restaurants,R,22.0,Corporation,CA,2115 KITTREDGE ST,CA
054 181400300,No,No,BL-018020,EDUCATION ORGANIZATION,Non Profit Organizations,SOCIETY FOR THE STUDY OF NATIVE ARTS AND SCIENCES,611710 - Educational Support Services,N,21.0,Corporation,CA,2526   M L KING JR WAY,CA
056 200201100,Yes,No,BL-025087,RESIDENTIAL RENTAL - 5 UNITS,Rental of Real Property,ING-FUEI/YU-ER SHYU,531110 - Lessors of Residential Buildings and Dwellings,L,0.0,Sole Ownership,CA,2116   CALIFORNIA ST,CA
ZZZZZZZZZZZZZ,,,BL-011612,GENERAL CONTRACTOR (CONSTRUCTION),Construction or Contractor,SCOTT KAISER COMPANY,236118 - Residential Remodelers,C,0.0,Sole Ownership,CA,0 VARIOUS,CA
060 240602101,,,BL-002692,SPIRITUAL COUNSELING,Non Profit Organizations,SPIRIT IS CALLING,624190 - Other Individual and Family Services,N,1.0,Sole Ownership,CA,1237 KAINS AVE,CA
ZZZZZZZZZZZZZ,,,BL-007825,STUCCO,Construction or Contractor,A & M LATH & PLASTERING INC,"238190 - Other Foundation, Structure, and Building Exterior Contractors",C,8.0,Corporation,CA,0 VARIOUS,CA
,,,BL-007704,RENTAL PROPERTY,Rental of Real Property,RAINTREE 1122 UNIVERSITY LLC,531110 - Lessors of Residential Buildings and Dwellings,L,0.0,LLC,CA,1122 UNIVERSITY AVE,CA
055 184702000,No,No,BL-003941,AUTO REPAIR,Business Personal Repair Svs,DONS AUTO CLINIC,811111 - General Automotive Repair,B,0.0,Sole Ownership,CA,2555   COLLEGE AVE,CA
052 157202204,,,BL-011258,MEDICAL OFFICES,Non Profit Organizations,PACKARD CHILDREN'S HEALTH ALLIANCE,621111 - Offices of Physicians (except Mental Health Specialists),N,0.0,Corporation,CA,2915 TELEGRAPH AVE 200,CA
057 206400200,No,No,BL-028864,PSYCHOTHERAPY,Professional SemiProfessional,LEVIS LEONARD A,621330 - Offices of Mental Health Practitioners (except Physicians),P,0.0,Sole Ownership,CA,1806   M L KING JR WAY,CA
ZZZZZZZZZZZZZ,No,No,BL-050647,PLUMBING CONTRACTOR,Construction or Contractor,PLUMBING TECH INC,"238220 - Plumbing, Heating, and Air-Conditioning Contractors",C,4.0,Corporation,CA,0   VARIOUS,CA
053 166002301,No,No,BL-026074,COMMERCIAL PROPERTY OFFICE BLDG,Rental of Real Property,LEVITCH MAURICE,531120 - Lessors of Nonresidential Buildings (except Miniwarehouses),L,1.0,Sole Ownership,CA,1029   HEINZ AVE,CA
,Yes,Yes,BL-008617,RENTAL PROPERTY/9 UNITS,Rental of Real Property,CHUA CONSTANTINO P & ANGELES H,531110 - Lessors of Residential Buildings and Dwellings,L,0.0,Sole Ownership,CA,2650   SACRAMENTO ST,CA
057 209901500,No,No,BL-001903,BOOK RETAIL/ USED & NEW,Retail Trade,BUILDERS BOOKSOURCE,451211 - Book Stores,R,6.0,Corporation,CA,1817   FOURTH ST,CA
ZZZZZZZZZZZZZ,,,BL-012511,ELECTRICAL CONTRACTOR,Construction or Contractor,RESCUE ELECTRIC CORP,238210 - Electrical Contractors and Other Wiring Installation Contractors,C,6.0,Corporation,CA,0 VARIOUS,CA
,,,BL-006365,FOOD TRUCK,Retail Trade,GAGA'S ROLLIN DINER,722310 - Food Service Contractors,R,2.0,Sole Ownership,CA,0 VARIOUS,CA
056 197200500,No,Yes,BL-008922,FOOD/SPICE STORE,Grocer,MILAN INTERNATIONAL,445110 - Supermarkets and Other Grocery (except Convenience) Stores,G,5.0,Partnership,CA,990   UNIVERSITY AVE,CA
,No,No,BL-042617,MEATS & PRODUCTS,Manufacturing,FRA' MANI LLC,311612 - Meat Processed from Carcasses,M,18.0,LLC,CA,1311   EIGHTH ST 101,CA
052 155201700,No,No,BL-018913,SHELTER & FOOD SERVICE,Non Profit Organizations,BERKELEY FOOD & HOUSING PROJECT,624210 - Community Food Services,N,86.0,Corporation,CA,1901 FAIRVIEW ST,CA
061 256901600,No,Yes,BL-050004,ONLINE CRAFT SUPPLIES,Retail Trade,FERAL KNITTER,454111 - Electronic Shopping,R,1.0,Sole Ownership,CA,1153   THE ALAMEDA,CA
057 205700100,No,No,BL-050850,ELECTRICAL CONTRACTOR,Construction or Contractor,NIJSSEN ELECTRIC,238210 - Electrical Contractors and Other Wiring Installation Contractors,C,4.0,Sole Ownership,CA,0   VARIOUS,CA
,No,No,BL-000736,ENVIRONMENTAL/ENGINEERING CONSULTING,Professional SemiProfessional,"IHI ENVIRONMENTAL, A TERRACON COMPANY",541380 - Testing Laboratories,P,3120.0,Corporation,CA,0 VARIOUS,CA
054 172902602,Yes,No,BL-048978,RENTAL PROPERTY,Rental of Real Property,KHAN NOOR I,531110 - Lessors of Residential Buildings and Dwellings,L,0.0,Sole Ownership,CA,1712   WARD ST,CA
,,,BL-002203,CONSTRUCTION AND DEVELOPMENT,Construction or Contractor,BUILDZIG,236118 - Residential Remodelers,C,15.0,Corporation,CA,0 VARIOUS,CA
057 207701600,No,Yes,BL-036394,BOOKKEEPING,Professional SemiProfessional,BONNIE MALICKI,541219 - Other Accounting Services,P,0.0,Sole Ownership,CA,1417   HEARST AVE,CA
,No,Yes,BL-001316,ACCOUNTING SERVICE,Professional SemiProfessional,BLOOM JUDITH L CPA,541211 - Offices of Certified Public Accountants,P,0.0,Sole Ownership,CA,2774 SHASTA RD,CA
052 151900203,,,BL-001105,"ONLINE, MAILORDER SALES OF COSMETIC PRODUCTS AND CLOTHING",Retail Trade,ALE PREMIUM CARTEL,"446120 - Cosmetics, Beauty Supplies, and Perfume Stores",R,5.0,Sole Ownership,CA,1417 ALCATRAZ AVE,CA
053 160001900,No,No,BL-046264,RENTAL PROPERTY 4 UNITS,Rental of Real Property,SMITH ALEXANDER,531110 - Lessors of Residential Buildings and Dwellings,L,2.0,Sole Ownership,CA,1829   ASHBY AVE,CA
,,,BL-004842,CONSTRUCTION,Construction or Contractor,CENTURY RESIDENTIAL INC,236118 - Residential Remodelers,C,2.0,Sole Ownership,CA,0 VARIOUS,CA
060 235500802,,,BL-002922,COMMERCIAL RENTAL PROPERTY,Rental of Real Property,DONAHUE SCHRIBER GROUP LP,531120 - Lessors of Nonresidential Buildings (except Miniwarehouses),L,0.0,LLC,CA,1011 GILMAN ST,CA
057 208500701,Yes,Yes,BL-001586,RESTAURANT/ICE CREAM PRODUCTS,Retail Trade,BERKELEY FOSTER FREEZE,722211,R,4.0,Sole Ownership,CA,1199   UNIVERSITY AVE,CA
,,,BL-003952,COMMERCIAL PLUMBING & MECHANICAL,Construction or Contractor,PAN-PACIFIC MECHANICAL,"238220 - Plumbing, Heating, and Air-Conditioning Contractors",C,10.0,Corporation,CA,0 VARIOUS,CA
054 176401205,,,BL-003842,MARKETING SERVICES,Professional SemiProfessional,A12 INC,541613 - Marketing Consulting Services,P,3.0,Corporation,CA,2600 TENTH ST 616,CA
,No,No,BL-004355,RENT -A-CAR,Business Personal Repair Svs,ENTERPRISE RENT-A-CAR,532111 - Passenger Car Rental,B,7.0,LLC,CA,3001   SHATTUCK AVE,CA
ZZZZZZZZZZZZZ,,,BL-040717,ROOFING CONTRACTOR,Construction or Contractor,HENRY ROOFING,238160 - Roofing Contractors,C,2.0,Corporation,CA,0   VARIOUS,CA
ZZZZZZZZZZZZZ,,,BL-011508,PAINTING,Construction or Contractor,AFFORDABLE PAINTING SERVICES INC,238320 - Painting and Wall Covering Contractors,C,8.0,Corporation,CA,0 VARIOUS,CA
053 162700300,No,No,BL-048652,RESIDENTIAL RENTAL  - 4 UNITS,Rental of Real Property,HERNANDEZ FABIAN,531110 - Lessors of Residential Buildings and Dwellings,L,0.0,Sole Ownership,CA,3008   MABEL ST,CA
061 261200200,No,Yes,BL-039643,FINANCIAL PLANNING & ASSET MNGT,Professional SemiProfessional,NORTH BERKELEY INVESTMENT PART,523930 - Investment Advice,P,10.0,LLC,CA,900   COLUSA AVE 203,CA
,No,No,BL-007125,BOARDING HOUSE,Rental of Real Property,ANDREONI THOMAS & STANTON,721310 - Rooming and Boarding Houses,L,0.0,Partnership,CA,2440   DANA ST,CA
064 423500100,,,BL-010851,RESIDENTIAL RENTAL - 9 UNITS,Rental of Real Property,MOYER FAMILY TRUST,531110 - Lessors of Residential Buildings and Dwellings,L,0.0,Sole Ownership,CA,2901 CLAREMONT AVE,CA
057 205104900,Yes,No,BL-054070,PSYCHOTHERAPY,Professional SemiProfessional,VICTOR I CIZANCKAS,"621112 - Offices of Physicians, Mental Health Specialists",P,1.0,Sole Ownership,CA,2000   HEARST AVE 206,CA
060 241403800,No,Yes,BL-012021,GRAPHIC DESIGN,Professional SemiProfessional,SLOAN BOBBI,541430 - Graphic Design Services,P,1.0,Sole Ownership,CA,1353   NEILSON ST,CA
,,,BL-001045,"MFG OF ACRYLIC BATH TUBS, WALL SYSTEMS & ACCESSORIES. SALES & INSTALLATION",Manufacturing,BATH FITTER,339999 - All Other Miscellaneous Manufacturing,M,20.0,LLC,CA,0 VARIOUS,CA
056 194302900,,,BL-009624,PALLIATRIC CARE CONSULTING,Professional SemiProfessional,KASSUBA SONJA,621399 - Offices of All Other Miscellaneous Health Practitioners,P,1.0,Sole Ownership,CA,2413 FIFTH ST C,CA
,,,BL-003318,FOOD TRUCK,Retail Trade,EURO BISTROS,722513 - Limited-Service Restaurants,R,4.0,Corporation,CA,0 VARIOUS,CA
056 198304201,Yes,Yes,BL-048067,AUTO GLASS REPAIR/INSTALLATION,Business Personal Repair Svs,BAY AREA AUTO GLASS EXPRESS LLC,811122 - Automotive Glass Replacement Shops,B,7.0,LLC,CA,2147   SAN PABLO AVE,CA
057 203100200,No,Yes,BL-022312,COMMERCIAL RENTAL PROPERTY,Rental of Real Property,OXFORD HALL PROPERTIES,531120 - Lessors of Nonresidential Buildings (except Miniwarehouses),L,2.0,Sole Ownership,CA,2171   ALLSTON WAY,CA
056 192701900,Yes,No,BL-012440,BARBER SHOP,Business Personal Repair Svs,SAN PABLO BARBER SHOP,812111 - Barber Shops,B,1.0,Sole Ownership,CA,2365   SAN PABLO AVE,CA
054 170802300,No,No,BL-033923,RESIDENTIAL RENTAL - DUPLEX,Rental of Real Property,KERWIN JEFFREY L,531110 - Lessors of Residential Buildings and Dwellings,L,0.0,Sole Ownership,CA,2728   DERBY ST,CA
052 140900101,,,BL-010679,URGENT CARE HOUSE CALL MEDICAL PRACTICE,Professional SemiProfessional,MD AT BEDSIDE,621111 - Offices of Physicians (except Mental Health Specialists),P,0.0,Sole Ownership,CA,2612 ALCATRAZ AVE 1,CA
,No,No,BL-051505,LAW FIRM,Professional SemiProfessional,SIDLEY AUSTIN (CA) LLP,541110 - Offices of Lawyers,P,0.0,Partnership,CA,0   VARIOUS,CA
,No,No,BL-004256,ELECTRICAL TESTING & MAINTANCE,Professional SemiProfessional,ELECTRICAL RELIABILITY SERVICE,541330 - Engineering Services,P,0.0,Corporation,OH,0   VARIOUS,CA
052 157410000,,,BL-009455,PELVIC HEALTH & REHAB,Professional SemiProfessional,PRENDERGAST AND RUMMER INC,624310 - Vocational Rehabilitation Services,P,5.0,Corporation,MA,3031 TELEGRAPH AVE 144,CA
,No,No,BL-049492,UNMANNED KIOSK FOR DVD RENTALS/SALES,Entertainment Recreation,REDBOX AUTOMATED RETAIL LLC,532230 - Video Tape and Disc Rental,E,1.0,LLC,IL,2310   TELEGRAPH AVE,CA
ZZZZZZZZZZZZZ,,,BL-006943,PLUMBING,Construction or Contractor,SHEDRICK THE PLUMBER,"238220 - Plumbing, Heating, and Air-Conditioning Contractors",C,0.0,Sole Ownership,CA,0 VARIOUS,CA
ZZZZZZZZZZZZZ,,,BL-006978,COMMERCIAL PLUMBING,Construction or Contractor,KMC PLUMBING,"238220 - Plumbing, Heating, and Air-Conditioning Contractors",C,10.0,Corporation,CA,0 VARIOUS,CA
053 169501100,No,No,BL-052037,MENTAL HEALTH SERVICES,Professional SemiProfessional,FAMILY COUNSELING & MEDIATION,624190 - Other Individual and Family Services,P,0.0,Sole Ownership,CA,2832   COLLEGE AVE,CA
057 205900800,No,No,BL-054179,ENGINEERING CONSULTANTS,Professional SemiProfessional,REAX ENGINEERING INC,541330 - Engineering Services,P,4.0,Corporation,CA,1921 UNIVERSITY AVE,CA
053 158901500,,Yes,BL-006886,PHSYCHOTHERAPY,Professional SemiProfessional,HELEN WONG LCSW,621330 - Offices of Mental Health Practitioners (except Physicians),P,0.0,Sole Ownership,CA,2991 SHATTUCK AVE 302,CA
055 183203100,,,BL-010785,DENTAL OFFICE,Professional SemiProfessional,TOTAL HEALTH DENTAL CARE,621210 - Offices of Dentists,P,7.0,Corporation,CA,2522 DANA ST 101,CA
055 184801300,Yes,Yes,BL-013269,RENTALS 5 UNITS,Rental of Real Property,TSUBOI SONNY,531110 - Lessors of Residential Buildings and Dwellings,L,1.0,Sole Ownership,CA,2717   DERBY ST,CA
,,,BL-000873,TREE TRIMMING,Business Personal Repair Svs,DONADO TREE SERVICES INC.,561730 - Landscaping Services,B,2.0,Corporation,CA,0 VARIOUS,CA
055 188000400,No,No,BL-020471,COMM RENTAL PROP/OFFICE BUILDING,Rental of Real Property,CREATIVE PROP INVESTMENT GROUP,531120 - Lessors of Nonresidential Buildings (except Miniwarehouses),L,0.0,LLC,SD,2426   TELEGRAPH AVE,CA
,No,No,BL-000536,CERTIFIED PUBLIC ACCOUNTANT,Professional SemiProfessional,ARDING ACCOUNTANCY CORP,541211 - Offices of Certified Public Accountants,P,2.0,Corporation,CA,2171   SHATTUCK AVE,CA
ZZZZZZZZZZZZZ,No,No,BL-000920,PLUMBING CONTRACTOR,Construction or Contractor,ASSOCIATED CONTRACTORS PLUMBIN,"238220 - Plumbing, Heating, and Air-Conditioning Contractors",C,4.0,Corporation,CA,0   VARIOUS,CA
,No,Yes,BL-011140,RESIDENTIAL RENTAL PROPERTY  3 UNITS,Rental of Real Property,SUZANNE DEIHL DEAL,531110 - Lessors of Residential Buildings and Dwellings,L,0.0,Sole Ownership,CA,1603   MCGEE AVE,CA
056 197601501,No,No,BL-051499,AUTOMOTIVE EMISSION SHOP,Business Personal Repair Svs,GRAVES HOLDINGS DBA 7 DAYS A W,811198 - All Other Automotive Repair and Maintenance,B,4.0,Corporation,CA,2234   SAN PABLO AVE,CA
054 171602900,No,Yes,BL-026444,PSYCHOTHERAPY PRATICE,Professional SemiProfessional,"MACMILLAN MEGAN, M.F.T.",621330 - Offices of Mental Health Practitioners (except Physicians),P,0.0,Sole Ownership,CA,2340   WARD ST,CA
062 291401204,,,BL-009580,REAL ESTATE PROPERTY MANAGEMENT,Professional SemiProfessional,SAFA ENTERPRISES LLC,531311 - Residential Property Managers,P,6.0,LLC,CA,721 SAN LUIS RD,CA
ZZZZZZZZZZZZZ,,,BL-006740,REPAIRS TO BERKELEY SKATE PARK,Construction or Contractor,GREENWALD BUILDERS,"238190 - Other Foundation, Structure, and Building Exterior Contractors",C,3.0,Corporation,CA,0 VARIOUS,CA
060 240905200,No,No,BL-002767,RESIDENTIAL RENTAL PROPERTY,Rental of Real Property,CHRIS & TARA BAKER,531110 - Lessors of Residential Buildings and Dwellings,L,0.0,Sole Ownership,CA,1229 EVELYN AVE,CA
054 181201000,No,Yes,BL-045632,RESIDENTIAL RENTAL PROPERTY,Rental of Real Property,COHEN JULIE,531110 - Lessors of Residential Buildings and Dwellings,L,0.0,Partnership,CA,1819   CARLETON ST,CA
059 226001700,,,BL-007410,ACUPUNCTURE & HERBAL NUTRITION,Professional SemiProfessional,FITZGERALD MICHAEL,621399 - Offices of All Other Miscellaneous Health Practitioners,P,0.0,Sole Ownership,CA,1533 SHATTUCK AVE,CA
ZZZZZZZZZZZZZ,No,No,BL-048957,DRYWALL CONTRACTOR,Construction or Contractor,PACE DRYWALL,238310 - Drywall and Insulation Contractors,C,4.0,Corporation,CA,0   VARIOUS,CA
058 213902400,Yes,No,BL-026592,COMPUTER CONSULTING DESKTOP PUB,Business Personal Repair Svs,KATO BRYAN,519130 - Internet Publishing and Broadcasting and Web Search Portals,B,1.0,Sole Ownership,CA,15   VIRGINIA GARDENS,CA
053 158901801,No,Yes,BL-046425,PSYCHOTHERAPIST,Professional SemiProfessional,SARAH ASHBROOK LMFT,"621112 - Offices of Physicians, Mental Health Specialists",P,1.0,Sole Ownership,CA,2955   SHATTUCK AVE,CA
060 239703000,,,BL-009054,RESIDENTIAL RENTAL PROPERTY,Rental of Real Property,ESLAMI A ALI,531110 - Lessors of Residential Buildings and Dwellings,L,4.0,Sole Ownership,CA,1423 KAINS AVE 3,CA
054 181101600,Yes,Yes,BL-032734,RENTAL PROPERTY/3 UNITS,Rental of Real Property,KELLY VIVIAN/JAMESON BOBBI,531110 - Lessors of Residential Buildings and Dwellings,L,0.0,Partnership,CA,1812   CARLETON ST,CA
056 198303801,,,BL-006373,AUTO REPAIR,Business Personal Repair Svs,HOLLAND SERVICE,811111 - General Automotive Repair,B,4.0,Sole Ownership,CA,2203 SAN PABLO AVE,CA
059 234901100,No,No,BL-029206,COMMERCIAL - CONDOS (2),Rental of Real Property,BLOCK S/D;KERSHMAN FAMILY TRST,531120 - Lessors of Nonresidential Buildings (except Miniwarehouses),L,0.0,Sole Ownership,CA,1338   SEVENTH ST,CA
055 189401704,,,BL-006899,DOCUMENT PREPARATION SERVICES,Business Personal Repair Svs,EVERLAW INC,561410 - Document Preparation Services,B,95.0,Corporation,CA,2036 BANCROFT WAY,CA
058 217802800,Yes,Yes,BL-034050,REPAIR/RESTORATION,Manufacturing,QUILT & TEXTILE REPAIR STUDIO,313312,M,0.0,Sole Ownership,CA,1625   SHATTUCK AVE 312,CA
055 190800600,,,BL-007396,CLASSICAL HOMEOPATH,Professional SemiProfessional,WISE WOMAN HEALTH,621399 - Offices of All Other Miscellaneous Health Practitioners,P,0.0,Sole Ownership,CA,2304 ROOSEVELT AVE 4,CA
061 261300101,No,No,BL-031595,PHARMACY,Retail Trade,PHARMACA,446110 - Pharmacies and Drug Stores,R,18.0,Corporation,CO,1744   SOLANO AVE,CA
056 200505500,No,No,BL-009778,RES & DEV CONSULTING RELATED TO MINDSET SCIENCES,Professional SemiProfessional,MINDSET SCIENCE SOLUTIONS LLC,541690 - Other Scientific and Technical Consulting Services,P,1.0,LLC,CA,2172 JEFFERSON AVE,CA
,No,No,BL-001715,HVAC,Construction or Contractor,DOWNING HEATING & AIR CONDITIONING INC,"238220 - Plumbing, Heating, and Air-Conditioning Contractors",C,2.0,Corporation,CA,0 VARIOUS,CA
,,,BL-003002,SUPPLYING AND INSTALLING SPENT GRAIN SILO,Construction or Contractor,CAROTHERS & SON LTD,238990 - All Other Specialty Trade Contractors,C,30.0,Corporation,OR,0 VARIOUS,CA
062 287101201,No,No,BL-001052,DINE IN RESTAURANT,Retail Trade,SICHUAN STYLE,722511 - Full-Service Restaurants,R,10.0,Corporation,CA,1699 SOLANO AVE,CA
055 189600100,No,No,BL-020174,AUTO PART SALES,Retail Trade,TOYOTA OF BERKELEY,441310 - Automotive Parts and Accessories Stores,R,9.0,Corporation,CA,2400   SHATTUCK AVE,CA
057 202202000,No,No,BL-001350,HISTORICAL SOCIETY,Non Profit Organizations,BERKELEY HISTORICAL SOCIETY,712120 - Historical Sites,N,0.0,Corporation,CA,1931   CENTER ST,CA
060 248701000,,,BL-011585,HR CONSULTING SERVICES,Professional SemiProfessional,ALLISON BANKS CONSULTING,541612 - Human Resources Consulting Services,P,0.0,Sole Ownership,CA,1338 GRIZZLY PEAK BLVD,CA
ZZZZZZZZZZZZZ,,,BL-010946,GENERAL CONSTRUCTION,Construction or Contractor,SKY ART CONSTRUCTION INC,236118 - Residential Remodelers,C,0.0,Corporation,CA,0 VARIOUS,CA
ZZZZZZZZZZZZZ,No,No,BL-047876,SECURITY PATROL & PATROL GUARD SVC,Business Personal Repair Svs,ALLIED UNIVERSAL SECURITY SERVICES,561612 - Security Guards and Patrol Services,B,164.0,LLC,NY,0   VARIOUS,CA
ZZZZZZZZZZZZZ,,,BL-010162,ASBESTOS ABATEMENT,Construction or Contractor,PERFORMANCE ABATEMENT SERVICES INC,238990 - All Other Specialty Trade Contractors,C,1.0,Corporation,KS,0 VARIOUS,CA
055 189400301,,,BL-007382,PSYCHOTHERAPY PRACTICE,Professional SemiProfessional,KENDRA DUNLAP LMFT,621330 - Offices of Mental Health Practitioners (except Physicians),P,1.0,Sole Ownership,CA,2029 DURANT AVE,CA
ZZZZZZZZZZZZZ,No,No,BL-022835,CONSULTANT ENVIRONMENTAL #5901,Construction or Contractor,P & D ENVIRONMENTAL,541620 - Environmental Consulting Services,C,3.0,Corporation,CA,0   VARIOUS,CA
ZZZZZZZZZZZZZ,No,No,BL-053553,ELECTRICAL CONTRACTOR,Construction or Contractor,COMTEL SYSTEMS TECHNOLOGY INC,238210 - Electrical Contractors and Other Wiring Installation Contractors,C,70.0,Corporation,CA,0   VARIOUS,CA
052 152302700,Yes,Yes,BL-047183,PROPERTY RENTAL - 3 UNITS (4PLEX),Rental of Real Property,ROSS STEPHANIE,531110 - Lessors of Residential Buildings and Dwellings,L,0.0,Sole Ownership,CA,1634   SIXTY-THIRD ST,CA
055 188000400,Yes,Yes,BL-046642,RESTAURANT THAI FULL SERVICE,Retail Trade,THAI NOODLE II INC,722110,R,7.0,Sole Ownership,CA,2426   TELEGRAPH AVE,CA
ZZZZZZZZZZZZZ,No,No,BL-031571,FIRE ALARM INSTALL,Construction or Contractor,AECO SYSTEMS INC,238210 - Electrical Contractors and Other Wiring Installation Contractors,C,0.0,Corporation,CA,0   VARIOUS,CA
ZZZZZZZZZZZZZ,,,BL-010169,"SANITARY SEWER PROJECTS, PUMP STATIONS, ETC",Business Personal Repair Svs,NUTE ENGINEERING INC,562998 - All Other Miscellaneous Waste Management Services,B,9.0,Corporation,CA,0 VARIOUS,CA
055 187600100,No,No,BL-001315,TO-GO RESTAURANTS,Retail Trade,DUMPLING EXPRESS LLC,722513 - Limited-Service Restaurants,R,7.0,LLC,CA,2328 BOWDITCH ST,CA
052 157900100,No,Yes,BL-053893,CHIROPRACTOR,Professional SemiProfessional,SUNFLOWER CHIROPRACTIC STUDIO,621310 - Offices of Chiropractors,P,0.0,Sole Ownership,CA,2900   TELEGRAPH AVE,CA
056 197300601,Yes,No,BL-011205,INDIAN CLOTHING,Retail Trade,ROOPAM SAREES,448140 - Family Clothing Stores,R,3.0,Corporation,CA,1044   UNIVERSITY AVE,CA
063 296700500,No,No,BL-045407,MANAGEMENT CONSULTING,Business Personal Repair Svs,TERRY ROBERTS CONSULTING INC,561110 - Office Administrative Services,B,1.0,Corporation,CA,845   GRIZZLY PEAK BLVD,CA
061 261300600,No,Yes,BL-045691,BEAUTY SALON,Business Personal Repair Svs,HAIR,812112 - Beauty Salons,B,0.0,Sole Ownership,CA,1772   SOLANO AVE,CA
058 217300203,,,BL-012102,MENTAL HEALTH COUNSELING OFFICE,Professional SemiProfessional,CASTANEDA MARK,621330 - Offices of Mental Health Practitioners (except Physicians),P,0.0,Corporation,CA,1600 SHATTUCK AVE 200,CA
ZZZZZZZZZZZZZ,,,BL-010324,REPAIRING DAMAGED APARTMENT,Construction or Contractor,JEC BUILDING INC,236115 - New Single-Family Housing Construction (except For-Sale Builders),C,4.0,Corporation,CA,0 VARIOUS,CA
054 176500100,,,BL-005003,COMMERCIAL RENTAL PROPERTY,Rental of Real Property,WILLIG PROPERTIES LLC,531120 - Lessors of Nonresidential Buildings (except Miniwarehouses),L,0.0,LLC,CA,2603 EIGHTH ST,CA
,,,BL-003630,FLOORING MAINTENANCE & INSTALLATION,Construction or Contractor,DFS FLOORING,238330 - Flooring Contractors,C,1.0,Partnership,CA,0 VARIOUS,CA
ZZZZZZZZZZZZZ,,,BL-012614,CHIMNEY CLEANING & REPAIR/GAS INSERTS FIREPLACE,Construction or Contractor,MISTER CHIMNEY CLEANING AND REPAIRS INC,238990 - All Other Specialty Trade Contractors,C,7.0,Corporation,CA,0 VARIOUS,CA
053 168101001,No,Yes,BL-040147,MARRIAGE & FAMILY THERAPIST,Professional SemiProfessional,AMY GLICK,621330 - Offices of Mental Health Practitioners (except Physicians),P,0.0,Sole Ownership,CA,2820   ADELINE ST,CA
061 260200200,Yes,Yes,BL-018615,COSMETOLOGY,Business Personal Repair Svs,SUSAN ALVES,812112 - Beauty Salons,B,4.0,Sole Ownership,CA,888   COLUSA AVE,CA
056 194400102,,,BL-005212,ADVERTISING AGENCY,Professional SemiProfessional,JOHN MCNEIL STUDIO LLC,541810 - Advertising Agencies,P,90.0,LLC,CA,720 CHANNING WAY,CA
ZZZZZZZZZZZZZ,No,No,BL-031304,NON PROFIT/CHILD CARE REFERRAL,Non Profit Organizations,BANANAS INC,624190 - Other Individual and Family Services,N,40.0,Corporation,CA,0   VARIOUS,CA
052 156202200,,,BL-010315,PHOTOGRAPHY,Professional SemiProfessional,BRODGESELL KARA J,"541921 - Photography Studios, Portrait",P,0.0,Sole Ownership,CA,2631 WOOLSEY ST,CA
,,,BL-009477,"TRAFFIC CONTROL COMPANY, SETTING UP ROAD CLOSURES FOR INION PACIFIC RAILROAD",Construction or Contractor,ROADSAFE TRAFFIC SYSTEMS INC,238990 - All Other Specialty Trade Contractors,C,10.0,Corporation,NV,0 VARIOUS,CA
